14.778343	15.011312	1-100-0-LIN
15.071735	15.304704	4-100-0-LOG
15.365750	15.598719	5-100-0-LOG
15.661011	15.893980	2-100-0-LIN
15.661011	15.893980	3-100-0-LIN
15.954094	16.187063	2-100-0-LIN
15.954094	16.187063	3-100-0-LIN
16.248431	16.481401	5-100-0-LOG
16.544187	16.777157	4-100-0-LOG
16.837065	17.070034	3-100-0-LIN
16.837065	17.070034	1-100-0-LIN
17.130994	17.363963	4-100-0-LOG
17.428517	17.661486	5-100-0-LOG
18.013690	18.182563	5-100-0-LIN
18.307277	18.489296	4-100-0-LIN
18.603072	18.762974	3-100-0-LIN
18.894874	19.127844	4-100-0-LOG
19.485396	19.718365	3-100-0-LIN
19.485396	19.718365	1-100-0-LIN
19.778788	20.011757	4-100-0-LOG
20.072803	20.305772	5-100-0-LOG
20.368064	20.601033	2-100-0-LIN
20.368064	20.601033	3-100-0-LIN
20.955484	21.188454	5-100-0-LOG
21.251241	21.484211	4-100-0-LOG
21.543967	21.735949	1-100-0-LIN
21.835346	22.027328	2-100-0-LIN
22.132382	22.324365	3-100-0-LIN
22.720475	22.889348	1-100-0-LIN
23.014598	23.206581	2-100-0-LIN
23.308579	23.500562	5-100-0-LIN
23.602688	23.835658	4-100-0-LOG
24.191120	24.424089	3-100-0-LIN
24.191120	24.424089	1-100-0-LIN
24.484512	24.717481	4-100-0-LOG
24.778527	25.011496	5-100-0-LOG
25.073788	25.306757	2-100-0-LIN
25.073788	25.306757	3-100-0-LIN
25.366871	25.599840	2-100-0-LIN
25.366871	25.599840	3-100-0-LIN
25.661208	25.894178	5-100-0-LOG
25.956964	26.189934	4-100-0-LOG
26.249841	26.482810	3-100-0-LIN
26.249841	26.482810	1-100-0-LIN
26.543771	26.776740	4-100-0-LOG
26.841294	27.074263	5-100-0-LOG
27.427299	27.660268	5-100-0-LOG
27.720743	27.953712	1-100-0-LIN
28.015193	28.248162	2-100-0-LIN
28.308710	28.367266	5-20-0-LOG
28.308710	28.529499	3-100-0-LIN
28.455460	28.514016	5-20-0-LOG
28.602470	28.661026	4-20-0-LOG
28.750022	28.808578	4-20-0-LOG
28.897074	28.955630	5-20-0-LOG
29.045279	29.103835	5-20-0-LOG
29.190088	29.423057	1-100-0-LIN
29.190088	29.248644	4-20-0-LOG
29.340455	29.399011	4-20-0-LOG
29.485444	29.544000	5-20-0-LOG
29.633210	29.691766	5-20-0-LOG
29.780220	29.838776	4-20-0-LOG
29.927772	29.986328	4-20-0-LOG
30.074824	30.133380	5-20-0-LOG
30.223029	30.281585	5-20-0-LOG
30.367838	30.426394	4-20-0-LOG
30.518205	30.576761	4-20-0-LOG
30.659557	30.718113	5-20-0-LOG
30.809596	30.868152	5-20-0-LOG
30.956606	31.015162	4-20-0-LOG
31.104158	31.162714	4-20-0-LOG
31.251210	31.309766	5-20-0-LOG
31.399416	31.457972	5-20-0-LOG
31.544224	31.602780	4-20-0-LOG
31.544327	31.765117	3-100-0-LIN
31.694591	31.753147	4-20-0-LOG
31.839342	31.897898	5-20-0-LOG
31.987346	32.045902	5-20-0-LOG
32.132045	32.190601	4-20-0-LOG
32.133132	32.353922	1-100-0-LIN
32.280049	32.338605	4-20-0-LOG
32.426746	32.485302	5-20-0-LOG
32.575983	32.634539	5-20-0-LOG
32.721476	32.780032	5-20-0-LOG
32.721501	32.942290	2-100-0-LIN
32.870702	32.929258	4-20-0-LOG
33.013967	33.072523	4-20-0-LOG
33.161519	33.220075	4-20-0-LOG
33.308572	33.367128	5-20-0-LOG
33.456777	33.515333	5-20-0-LOG
33.601585	33.660141	4-20-0-LOG
33.751952	33.810508	4-20-0-LOG
33.896896	34.117685	1-100-0-LIN
33.896941	33.955497	5-20-0-LOG
34.044707	34.103263	5-20-0-LOG
34.191718	34.250274	4-20-0-LOG
34.339269	34.397825	4-20-0-LOG
34.486322	34.544878	5-20-0-LOG
34.634527	34.693083	5-20-0-LOG
34.779335	34.779335	4-20-0-LOG
34.929702	34.929702	4-20-0-LOG
35.071055	35.071055	5-20-0-LOG
35.221093	35.221093	5-20-0-LOG
35.368104	35.368104	4-20-0-LOG
35.515655	35.515655	4-20-0-LOG
35.662708	35.662708	5-20-0-LOG
35.810913	35.869469	5-20-0-LOG
35.955721	36.014277	4-20-0-LOG
36.106088	36.164644	4-20-0-LOG
36.250839	36.309395	5-20-0-LOG
36.250839	36.471628	1-100-0-LIN
36.398843	36.457399	5-20-0-LOG
36.543542	36.602098	4-20-0-LOG
36.543542	36.764331	2-100-0-LIN
36.691546	36.750102	4-20-0-LOG
36.838243	37.059032	1-100-0-LIN
36.838243	36.896799	5-20-0-LOG
36.987480	37.046036	5-20-0-LOG
37.132973	37.191529	5-20-0-LOG
37.132973	37.353762	2-100-0-LIN
37.282199	37.340755	5-20-0-LOG
37.426214	37.647003	3-100-0-LIN
37.426214	37.484770	4-20-0-LOG
37.574289	37.632845	4-20-0-LOG
37.720331	37.778887	5-20-0-LOG
37.867785	37.926341	5-20-0-LOG
38.014795	38.073351	4-20-0-LOG
38.162347	38.220903	4-20-0-LOG
38.309399	38.367955	5-20-0-LOG
38.457604	38.516160	5-20-0-LOG
38.602413	38.823202	1-100-0-LIN
38.602413	38.660969	4-20-0-LOG
38.752780	38.811336	4-20-0-LOG
38.897769	38.956325	5-20-0-LOG
39.045535	39.104091	5-20-0-LOG
39.192545	39.251101	4-20-0-LOG
39.340097	39.398653	4-20-0-LOG
39.487149	39.545705	5-20-0-LOG
39.635354	39.693910	5-20-0-LOG
39.780163	39.838719	4-20-0-LOG
39.930530	39.989086	4-20-0-LOG
40.071882	40.130438	5-20-0-LOG
40.221921	40.280477	5-20-0-LOG
40.368931	40.427487	4-20-0-LOG
40.516483	40.575039	4-20-0-LOG
40.663535	40.722091	5-20-0-LOG
40.811741	40.870297	5-20-0-LOG
40.956549	41.015105	4-20-0-LOG
40.956549	41.177338	1-100-0-LIN
41.106916	41.165472	4-20-0-LOG
41.251667	41.310223	5-20-0-LOG
41.251667	41.472456	3-100-0-LIN
41.399671	41.458227	5-20-0-LOG
41.544370	41.602926	4-20-0-LOG
41.544370	41.765159	1-100-0-LIN
41.692374	41.750930	4-20-0-LOG
41.839071	42.059860	2-100-0-LIN
41.839071	41.897627	5-20-0-LOG
41.988308	42.046864	5-20-0-LOG
42.133801	42.192357	5-20-0-LOG
42.283027	42.341583	5-20-0-LOG
42.426292	42.647081	3-100-0-LIN
42.426292	42.484848	4-60-0-LOG
42.573844	42.632400	4-60-0-LOG
42.720897	42.779453	5-60-0-LOG
42.869102	42.927658	5-60-0-LOG
43.013910	43.072466	4-60-0-LOG
43.164277	43.222833	4-60-0-LOG
43.309266	43.367822	5-60-0-LOG
43.457032	43.515588	5-60-0-LOG
43.604043	43.662599	4-60-0-LOG
43.751594	43.810150	4-60-0-LOG
43.898647	44.119436	3-100-0-LIN
43.898647	43.957203	5-60-0-LOG
44.046852	44.105408	5-60-0-LOG
44.191660	44.250216	4-60-0-LOG
44.342027	44.400583	4-60-0-LOG
44.485221	44.543777	4-60-0-LOG
44.485221	44.706010	2-100-0-LIN
46.248763	46.444347	2-100-0-LIN
46.544621	46.740205	1-100-0-LIN
46.837787	47.033371	2-100-0-LIN
47.124989	47.124989	END
